,smiles,solvent,logsol,SP,SdP,SA,SB
28513,CC(C)(C)c1ccc(C(=O)O)cc1,CC(C)O,-2.011409131288009,0.633,0.808,0.283,0.83
48749,Brc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-10.045051116857914,0.616,0.0,0.0,0.056
33706,CC(=O)Nc1ccccc1[N+](=O)[O-],CC(C)CO,-3.901083065389812,0.657,0.684,0.311,0.828
14523,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CCCCO,-8.166536319803068,0.674,0.655,0.341,0.809
13738,CC1=NN(c2ccccc2)C(=O)C1,CCCCO,-3.291043373170264,0.674,0.655,0.341,0.809
7823,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,CCO,-11.183621717827627,0.633,0.783,0.4,0.658
9778,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CCO,-6.146482269374591,0.633,0.783,0.4,0.658
27441,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC(C)O,-6.508979159024769,0.633,0.808,0.283,0.83
32045,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,Cc1ccccc1,-9.19348325490976,0.782,0.284,0.0,0.128
45654,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,C1CCCCC1,-7.824046010856292,0.683,0.0,0.0,0.073
38602,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(Cl)cc1,C1COCCO1,-5.906755819181027,0.737,0.312,0.0,0.444
24388,CSCCC(NC(C)=O)C(=O)O,CC#N,-4.736418472598046,0.645,0.974,0.044,0.286
22491,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CCOC(C)=O,-6.980325971816972,0.656,0.603,0.0,0.542
39490,O=C1C=CC(=O)N1c1ccccc1Br,O,-7.517848904406796,0.681,0.997,1.062,0.025
23613,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,CCOC(C)=O,-5.5722280349159,0.656,0.603,0.0,0.542
48422,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCCCC,-9.665258363803876,0.616,0.0,0.0,0.056
34403,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)CO,-7.242668731139356,0.657,0.684,0.311,0.828
7032,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CCO,-4.993778177029833,0.633,0.783,0.4,0.658
29079,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,CC(C)O,-7.219593441311678,0.633,0.808,0.283,0.83
43497,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,CN(C)C=O,-6.435254769537814,0.759,0.977,0.031,0.613
14945,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCCCO,-4.135166556742356,0.674,0.655,0.341,0.809
18527,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CC(C)=O,-4.58047757339772,0.651,0.907,0.0,0.475
2511,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CO,-7.93721470896193,0.608,0.904,0.605,0.545
24599,Nc1cccc(C(=O)O)c1,CC#N,-5.633510421670869,0.645,0.974,0.044,0.286
4261,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CO,-5.482240204708965,0.608,0.904,0.605,0.545
1945,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CO,-6.101234771254508,0.608,0.904,0.605,0.545
1558,O=C(O)c1ccccc1O,CO,-1.986461346910961,0.608,0.904,0.605,0.545
42225,OCC(O)COc1ccc(Cl)cc1,CCCOC(C)=O,-2.633174666457103,0.67,0.559,0.0,0.548
30305,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)O,-5.999093574272473,0.633,0.808,0.283,0.83
49291,S=C(Nc1ccccc1)Nc1ccccc1,CCOC=O,-4.63356966050979,0.648,0.707,0.0,0.477
38286,Cc1cccc(C(=O)O)c1N,C1COCCO1,-1.9885045466877336,0.737,0.312,0.0,0.444
11229,CC[C@@H](C(N)=O)N1CCCC1=O,CCCO,-3.3173158976814534,0.658,0.748,0.367,0.782
43271,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1cccc([N+](=O)[O-])c1,CN(C)C=O,-5.099466507802871,0.759,0.977,0.031,0.613
3424,c1ccc2[nH]c(-c3cscn3)nc2c1,CO,-6.212111218223605,0.608,0.904,0.605,0.545
30281,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,CC(C)O,-9.98339693576443,0.633,0.808,0.283,0.83
28253,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CC(C)O,-11.216531451916426,0.633,0.808,0.283,0.83
34100,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CC(C)CO,-8.497390564120058,0.657,0.684,0.311,0.828
624,CN(C)Cc1c[nH]c2ccccc12,CO,-5.172936600216892,0.608,0.904,0.605,0.545
53662,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCCCC,-8.224523577453418,0.65,0.0,0.0,0.079
34782,COC(=O)[C@@H](N)CS.Cl,CCCCCO,-4.798754935060757,0.687,0.587,0.319,0.86
25281,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CC#N,-9.75145339668063,0.645,0.974,0.044,0.286
33786,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(C)CO,-3.7849499228646697,0.657,0.684,0.311,0.828
15111,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCCCO,-9.161550207806751,0.674,0.655,0.341,0.809
42541,CCOc1ccccc1C(N)=O,CN(C)C=O,-2.5856113539096324,0.759,0.977,0.031,0.613
20547,O=C([O-])/C=C/C(=O)O.[Na+],CCOC(C)=O,-8.699914828231531,0.656,0.603,0.0,0.542
11510,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CCCO,-6.424712036228598,0.658,0.748,0.367,0.782
27978,Cc1cnc(C(=O)O)cn1,CC(C)O,-10.936312100666235,0.633,0.808,0.283,0.83
3799,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CO,-3.0009458406068785,0.608,0.904,0.605,0.545
19455,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC(C)=O,-4.548789852551984,0.651,0.907,0.0,0.475
9308,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-4.350527967614511,0.633,0.783,0.4,0.658
26682,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CC#N,-6.353295618196085,0.645,0.974,0.044,0.286
29986,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,CC(C)O,-5.195580289096925,0.633,0.808,0.283,0.83
19728,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CC(C)=O,-3.615628992374344,0.651,0.907,0.0,0.475
5712,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CCO,-7.983628080680758,0.633,0.783,0.4,0.658
9018,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CCO,-4.181865159751596,0.633,0.783,0.4,0.658
10208,O=C(O)c1cccc(O)c1O,CCCO,-2.47658140104201,0.658,0.748,0.367,0.782
2665,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,CO,-8.164777304397889,0.608,0.904,0.605,0.545
45079,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,OCCO,-7.825046511189876,0.777,0.91,0.717,0.534
5829,NNC(=O)c1ccncc1,CCO,-5.204098691309055,0.633,0.783,0.4,0.658
40898,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O,-10.580367760632202,0.681,0.997,1.062,0.025
2148,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],CO,-4.068548168778103,0.608,0.904,0.605,0.545
29137,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O,CC(C)O,-3.139602643973693,0.633,0.808,0.283,0.83
7698,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-6.0316242609844855,0.633,0.783,0.4,0.658
13848,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCCCO,-3.5019020857837875,0.674,0.655,0.341,0.809
10730,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCO,-8.899918812554912,0.658,0.748,0.367,0.782
37354,CC(=O)NCC(=O)O,CCC(C)O,-5.603213419734505,0.656,0.706,0.221,0.888
36548,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CCC(C)=O,-8.108068122476586,0.669,0.872,0.0,0.52
16430,CCn1c2ccccc2c2ccccc21,CCCCO,-3.4545981583892704,0.674,0.655,0.341,0.809
38336,N#CCc1ccc([N+](=O)[O-])cc1,C1COCCO1,-2.4213686289840126,0.737,0.312,0.0,0.444
47216,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,COC(C)=O,-5.663600685023369,0.645,0.637,0.0,0.527
6736,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CCO,-4.219907785197447,0.633,0.783,0.4,0.658
13838,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CCCCO,-4.812440388146011,0.674,0.655,0.341,0.809
4145,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,CO,-8.086060336559495,0.608,0.904,0.605,0.545
21128,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CCOC(C)=O,-13.818214209538588,0.656,0.603,0.0,0.542
34914,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CCCCCO,-3.525740716736756,0.687,0.587,0.319,0.86
42077,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,O,-8.928173480212513,0.681,0.997,1.062,0.025
38789,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,C1COCCO1,-7.637773934317987,0.737,0.312,0.0,0.444
47567,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,COC(C)=O,-5.616321198886206,0.645,0.637,0.0,0.527
36231,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,C1CCOC1,-4.272275770714763,0.714,0.634,0.0,0.591
43080,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CN(C)C=O,-3.0497661620464767,0.759,0.977,0.031,0.613
51311,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,ClCCCl,-2.36233509739982,0.771,0.742,0.03,0.126
24368,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,CC#N,-10.92513880006811,0.645,0.974,0.044,0.286
26220,c1ccc2[nH]c(-c3cscn3)nc2c1,CC#N,-8.453279865672584,0.645,0.974,0.044,0.286
48765,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCC,-7.617031841471966,0.616,0.0,0.0,0.056
40466,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,O,-3.425592538496877,0.681,0.997,1.062,0.025
43631,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,CN(C)C=O,-8.17289451854556,0.759,0.977,0.031,0.613
20195,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],CCOC(C)=O,-5.965407012788693,0.656,0.603,0.0,0.542
37670,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CCC(C)O,-4.094144582219434,0.656,0.706,0.221,0.888
8359,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CCO,-6.089739116376323,0.633,0.783,0.4,0.658
7885,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CCO,-7.411936360029459,0.633,0.783,0.4,0.658
35527,OCC(O)COc1ccc(Cl)cc1,C1CCOC1,-1.316022308134559,0.714,0.634,0.0,0.591
35831,O=C1OC[C@H]2[C@@H]1N(Cc1ccccc1)C(=O)N2Cc1ccccc1,C1CCOC1,-2.332013903684858,0.714,0.634,0.0,0.591
15823,CC(=O)Nc1ccc(C(=O)O)cc1,CCCCO,-4.813425124808551,0.674,0.655,0.341,0.809
24194,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,ClCCl,-2.2297157447611737,0.761,0.769,0.04,0.178
20451,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CCOC(C)=O,-10.004856046924417,0.656,0.603,0.0,0.542
33502,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,Cc1ccccc1,-6.37067728407208,0.782,0.284,0.0,0.128
34582,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CC(C)CO,-4.705985491226907,0.657,0.684,0.311,0.828
15785,COC(=O)[C@H](N)c1ccc(O)cc1,CCCCO,-6.099450729034743,0.674,0.655,0.341,0.809
5205,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCO,-5.64597593756018,0.633,0.783,0.4,0.658
22831,CC1=NN(c2ccccc2)C(=O)C1,CCOC(C)=O,-3.4339272062850745,0.656,0.603,0.0,0.542
3232,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CO,-4.554477071672573,0.608,0.904,0.605,0.545
20246,NC(=O)[C@@H]1CCCN1,CCOC(C)=O,-2.901877698082367,0.656,0.603,0.0,0.542
14269,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,CCCCO,-8.435613204423815,0.674,0.655,0.341,0.809
36415,COc1cc2c(cc1OC)C(=O)CC2,CCC(C)=O,-2.2514738151705047,0.669,0.872,0.0,0.52
32411,COc1ccc(C(=O)N2CCCC2=O)cc1,Cc1ccccc1,-3.6145143721586295,0.782,0.284,0.0,0.128
37801,CC(=O)Nc1ccccc1[N+](=O)[O-],C1COCCO1,-1.6841614586300369,0.737,0.312,0.0,0.444
12424,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CCCO,-5.92081970753865,0.658,0.748,0.367,0.782
23094,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,CCOC(C)=O,-7.417082026624392,0.656,0.603,0.0,0.542
36962,CC(C)c1ncc[nH]1,CCC(C)=O,-1.7333018996564864,0.669,0.872,0.0,0.52
47617,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,COC(C)=O,-9.060197713546463,0.645,0.637,0.0,0.527
33860,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC(C)CO,-6.190403409725374,0.657,0.684,0.311,0.828
45867,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,-7.516561311108331,0.683,0.0,0.0,0.073
14744,O=C(O)c1c(O)cccc1O,CCCCO,-1.3480356490028005,0.674,0.655,0.341,0.809
38195,Cc1cnc(C(=O)O)cn1,C1COCCO1,-10.46841743529532,0.737,0.312,0.0,0.444
28958,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,CC(C)O,-2.334467993861773,0.633,0.808,0.283,0.83
39089,O=C(O)c1ccc(CO)cc1,O,-7.539431137453981,0.681,0.997,1.062,0.025
23719,CCOc1ccccc1C(N)=O,CCOC(C)=O,-4.785493740119373,0.656,0.603,0.0,0.542
27685,CN(C)Cc1c[nH]c2ccccc12,CC(C)O,-3.491669284826231,0.633,0.808,0.283,0.83
1661,CC(=O)c1ccc(S(C)(=O)=O)cc1,CO,-3.571985702642437,0.608,0.904,0.605,0.545
3509,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CO,-5.025241446485618,0.608,0.904,0.605,0.545
4887,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CCO,-1.401611065231784,0.633,0.783,0.4,0.658
28980,COc1ccc(C(=O)O)c(OC)c1,CC(C)O,-4.219907785197447,0.633,0.808,0.283,0.83
9891,CCn1c2ccccc2c2ccccc21,CCO,-4.006333684899388,0.633,0.783,0.4,0.658
18106,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CC(C)=O,-2.691635659834116,0.651,0.907,0.0,0.475
21164,O=C(O)Cc1c[nH]c2ccccc12,CCOC(C)=O,-9.991008150065625,0.656,0.603,0.0,0.542
33430,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],Cc1ccccc1,-3.71810231279084,0.782,0.284,0.0,0.128
39352,O=C([O-])/C=C/C(=O)O.[Na+],O,-4.476856130025491,0.681,0.997,1.062,0.025
22138,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],CCOC(C)=O,-2.432727947489745,0.656,0.603,0.0,0.542
19679,C/C=C/C=C/C(=O)O,CC(C)=O,-2.4405835911513365,0.651,0.907,0.0,0.475
13768,O=C(O)CNCc1ccccc1,CCCCO,-8.247166054203177,0.674,0.655,0.341,0.809
26162,CC1=NN(c2ccccc2)C(=O)C1,CC#N,-3.8267631614773214,0.645,0.974,0.044,0.286
4051,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,CO,-8.281330867694253,0.608,0.904,0.605,0.545
41832,COc1cccc(C=O)c1O,O,-7.148553765535068,0.681,0.997,1.062,0.025
7621,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CCO,-12.09274396022317,0.633,0.783,0.4,0.658
19811,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,CC(C)=O,-4.485610950930452,0.651,0.907,0.0,0.475
5993,O=C(O)c1c(O)cccc1O,CCO,-1.251938308620812,0.633,0.783,0.4,0.658
16460,C/C=C/C(=O)O,CCCCO,-0.9747146520118722,0.674,0.655,0.341,0.809
35867,O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1,C1CCOC1,-2.024801852721512,0.714,0.634,0.0,0.591
20462,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CCOC(C)=O,-8.105083540589405,0.656,0.603,0.0,0.542
4945,CC(=O)NCC(=O)O,CCO,-5.080789554019463,0.633,0.783,0.4,0.658
23578,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCOC(C)=O,-3.5394255009455984,0.656,0.603,0.0,0.542
24658,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CC#N,-9.522178534305723,0.645,0.974,0.044,0.286
22657,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCOC(C)=O,-5.522754253860801,0.656,0.603,0.0,0.542
13369,CCn1c2ccccc2c2ccccc21,CCCO,-3.729701448634192,0.658,0.748,0.367,0.782
41292,CCCc1cc(=O)[nH]c(=S)[nH]1,O,-8.703522769607732,0.681,0.997,1.062,0.025
32977,c1ccc2oc(CSCc3nc4ccccc4o3)nc2c1,Cc1ccccc1,-4.274428624075863,0.782,0.284,0.0,0.128
28382,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CC(C)O,-10.248798737824544,0.633,0.808,0.283,0.83
16534,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)=O,-3.4457764250601226,0.651,0.907,0.0,0.475
9878,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CCO,-9.452411933175911,0.633,0.783,0.4,0.658
43442,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CN(C)C=O,-1.143818881506189,0.759,0.977,0.031,0.613
43043,Nc1ccc(C(=O)O)cc1.[K],CN(C)C=O,-6.485105346119872,0.759,0.977,0.031,0.613
39460,N[C@H](Cc1c[nH]cn1)C(=O)O,O,-5.191438004920941,0.681,0.997,1.062,0.025
384,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,CO,-2.533068011695019,0.608,0.904,0.605,0.545
23734,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,CCOC(C)=O,-4.293810650181954,0.656,0.603,0.0,0.542
12740,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCCO,-6.868534565828856,0.658,0.748,0.367,0.782
13508,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CCCCO,-7.236259345954173,0.674,0.655,0.341,0.809
21175,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CCOC(C)=O,-8.031685375634536,0.656,0.603,0.0,0.542
14726,NC(=O)c1cccnc1,CCCCO,-3.179974874372011,0.674,0.655,0.341,0.809
43958,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,CN(C)C=O,-1.7889833262813033,0.759,0.977,0.031,0.613
6179,O=C(c1ccccc1)C(O)c1ccccc1,CCO,-5.877778782704166,0.633,0.783,0.4,0.658
24270,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CC#N,-6.21761260744249,0.645,0.974,0.044,0.286
13324,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CCCO,-6.299077255048641,0.658,0.748,0.367,0.782
41263,COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,O,-7.225346881840062,0.681,0.997,1.062,0.025
47180,CN(C)Cc1c[nH]c2ccccc12,COC(C)=O,-6.094782705353843,0.645,0.637,0.0,0.527
42477,O=C(Nc1ccccc1)c1ccccc1,CN(C)C=O,-1.90810678602218,0.759,0.977,0.031,0.613
4749,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CCO,-6.007593929037865,0.633,0.783,0.4,0.658
35747,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,C1CCOC1,-9.003326202591856,0.714,0.634,0.0,0.591
1399,O=C(c1ccccc1)C(O)c1ccccc1,CO,-5.610292131568862,0.608,0.904,0.605,0.545
10089,O=C(O)COc1ccc(Cl)cc1,CCCO,-2.983013501146216,0.658,0.748,0.367,0.782
25020,O=C1C=CC(=O)N1c1ccccc1Br,CC#N,-2.6274845532626427,0.645,0.974,0.044,0.286
4294,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,CO,-3.105993667811528,0.608,0.904,0.605,0.545
247,O=C(O)[C@@H]1CSCN1,CO,-9.09701168666918,0.608,0.904,0.605,0.545
15131,Nc1ccc(Cc2ccc(N)cc2)cc1,CCCCO,-3.519980917652122,0.674,0.655,0.341,0.809
42083,COC(=O)[C@H](N)c1ccccc1.Cl,O,-2.6882475738060303,0.681,0.997,1.062,0.025
4132,Nc1ccc(N2CCOCC2=O)cc1,CO,-5.134669075019703,0.608,0.904,0.605,0.545
272,c1ccc2[nH]c(-c3cscn3)nc2c1,CO,-6.1615413774855,0.608,0.904,0.605,0.545
13893,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CCCCO,-7.300797867091744,0.674,0.655,0.341,0.809
30421,COc1cc(CO)ccc1O,CC(C)O,-3.1748589394514264,0.633,0.808,0.283,0.83
26835,N=C(Nc1ccccc1)Nc1ccccc1,CC#N,-3.673793816695896,0.645,0.974,0.044,0.286
156,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,CO,-7.000967660704315,0.608,0.904,0.605,0.545
