,SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source
46430,O=C(Nc1ccccc1)c1ccccc1,303.15,0.009208,diethyl ether,CCOCC,10.1021/acs.jced.0c00167
46462,c1ccc(OP2(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=N2)cc1,303.15,0.0178,diethyl ether,CCOCC,10.1021/je1009812
46485,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,303.15,0.01142,diethyl ether,CCOCC,10.1021/je100341q
46487,COc1ccc(P(=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,303.15,0.01181,diethyl ether,CCOCC,10.1021/je100341q
46514,O=C(Nc1ccccc1)c1ccccc1,303.15,0.001259,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/acs.jced.0c00167
46585,O=C1OC(=O)c2c(Cl)cccc21,303.15,0.007286,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/acs.jced.5b00526
46595,O=C1OC(=O)c2cc(Cl)ccc21,303.15,0.0169,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/acs.jced.5b00526
46611,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,303.15,0.7923,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je401044h
46622,O=[N+]([O-])c1cccc(Cl)c1Cl,303.15,0.3801,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je401044h
46627,c1ccc2c(c1)oc1ccccc12,303.15,0.2639,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je201282d
46638,O=C1c2ccccc2-c2ccccc21,303.15,0.2411,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je201282d
46650,Nc1ccc(O)c(C(=O)O)c1,303.15,0.003187,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je900646u
46660,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,303.15,0.003462,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je900540d
46694,Cc1ccc(N)c([N+](=O)[O-])c1,303.15,0.006617,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1016/j.jct.2017.02.008
46706,Nc1ccc(S(N)(=O)=O)cc1,303.15,0.001609,benzene,c1ccccc1,10.1021/acs.jced.9b00411
46725,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,303.15,0.00301,benzene,c1ccccc1,10.1021/acs.jced.7b00585
46736,O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-],303.15,0.002108,benzene,c1ccccc1,10.1021/acs.jced.6b00219
46746,Nc1ccc(Cc2ccc(N)cc2)cc1,303.15,0.039,benzene,c1ccccc1,10.1021/je501111d
46753,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCN(P(=O)(Oc2ccccc2)Oc2ccccc2)CC1,303.15,0.003852,benzene,c1ccccc1,10.1021/je400412z
46763,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,303.15,0.000263,benzene,c1ccccc1,10.1021/je200151j
46773,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,303.15,0.000357,benzene,c1ccccc1,10.1021/je200151j
46792,CP(=O)(O)c1ccccc1,303.15,0.0809,benzene,c1ccccc1,10.1021/je1009812
46865,CP1(=O)OCC2(CO1)COP(C)(=O)OC2,303.15,0.00032,benzene,c1ccccc1,10.1021/je9004189
46976,Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],303.15,0.050737,benzene,c1ccccc1,10.1016/j.fluid.2017.04.008
46983,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,303.15,0.0048,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00558
46993,O=C(O)COc1ccc(Cl)cc1,303.15,0.04964,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00153
47001,Cc1c(N)cccc1C(=O)O,303.15,0.002399,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00109
47009,CSCCC(NC(C)=O)C(=O)O,303.15,0.0084,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00064
47016,O=C(O)[C@@H]1C[C@@H](O)CN1,303.15,0.000153,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00794
47027,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],303.15,0.00597,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00752
47035,OCC(O)COc1ccc(Cl)cc1,303.15,0.09255,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00900
47044,CCOc1ccccc1C(N)=O,303.15,0.01417,methyl acetate,COC(C)=O,10.1021/acs.jced.0c01081
47054,O=C(Nc1ccccc1)c1ccccc1O,303.15,0.0567681,methyl acetate,COC(C)=O,10.1021/acs.jced.0c01078
47064,O=C(O)c1cccc(O)c1O,303.15,0.06206,methyl acetate,COC(C)=O,10.1021/acs.jced.0c01032
47072,c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.0007584,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00724
47083,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,303.15,0.0211,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00201
47090,CCOC(=O)[C@@H]1CSCN1.Cl,303.15,0.000126,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00079
47095,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,303.15,0.043581,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00201
47102,Nc1cccc(C(=O)O)c1,303.15,0.01084,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00247
47109,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,303.15,0.054099,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00240
47116,O=C1N=c2ccccc2=N1,303.15,0.0021089,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00165
47127,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.2525,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00166
47132,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,303.15,0.00012,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00485
47139,COc1cc2c(cc1OC)C(=O)CC2,303.15,0.098596,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00040
47146,CC(=O)N1CCC[C@H]1C(=O)O,303.15,0.01466,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00032
47153,CCCOC(=O)c1ccc(O)cc1,303.15,0.2124,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00584
47161,O=c1[nH]c2ccccc2c(=O)o1,303.15,0.005735,methyl acetate,COC(C)=O,10.1021/acs.jced.9b01164
47171,CC(=O)N[C@@H](CC(C)C)C(=O)O,303.15,0.002233,methyl acetate,COC(C)=O,10.1021/acs.jced.9b01151
47180,CN(C)Cc1c[nH]c2ccccc12,303.15,0.0022546,methyl acetate,COC(C)=O,10.1021/acs.jced.9b01063
47189,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.0001846,methyl acetate,COC(C)=O,10.1021/acs.jced.9b00703
47209,NCCCCCC(=O)O,303.15,0.000154,methyl acetate,COC(C)=O,10.1021/acs.jced.9b00543
47216,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,303.15,0.00347,methyl acetate,COC(C)=O,10.1021/acs.jced.7b00695
47238,NS(=O)(=O)c1ccccc1,303.15,0.07435,methyl acetate,COC(C)=O,10.1021/acs.jced.9b00360
47249,N#CCC(N)=O,303.15,0.03074,methyl acetate,COC(C)=O,10.1021/acs.jced.8b01205
47257,NC(=O)c1ccc(N)cc1,303.15,0.002174,methyl acetate,COC(C)=O,10.1021/acs.jced.8b01144
47268,Cc1nc(C)c(C)nc1C,303.15,0.21592,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00888
47275,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,303.15,0.0064589,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00663
47284,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,303.15,0.00029612,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00717
47291,O=C(O)c1cc2ccccc2cc1O,303.15,0.02496,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00578
47302,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,303.15,5.7e-06,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00551
47310,NC(=O)c1cccnc1,303.15,0.0155506,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00560
47319,O=C(O)c1ccccc1,303.15,0.213,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00025
47341,O=C(c1ccccc1)c1ccccc1,303.15,0.4549,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00196
47350,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,303.15,0.0471,methyl acetate,COC(C)=O,10.1021/acs.jced.7b01011
47365,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,303.15,0.053257,methyl acetate,COC(C)=O,10.1021/acs.jced.6b00008
47370,O=C(O)/C=C/c1ccc(O)cc1,303.15,0.0205,methyl acetate,COC(C)=O,10.1021/acs.jced.6b00361
47379,COc1cc(C(=O)O)ccc1O,303.15,0.0316,methyl acetate,COC(C)=O,10.1021/acs.jced.5b00619
47388,O=C1OC(=O)c2c(Cl)cccc21,303.15,0.1447,methyl acetate,COC(C)=O,10.1021/acs.jced.5b00526
47398,O=C1OC(=O)c2cc(Cl)ccc21,303.15,0.2411,methyl acetate,COC(C)=O,10.1021/acs.jced.5b00526
47410,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,303.15,0.001878,methyl acetate,COC(C)=O,10.1021/acs.jced.5b00306
47415,O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1,303.15,0.0407,methyl acetate,COC(C)=O,10.1021/acs.jced.5b00007
47422,O=C(O)c1ccc(O)c(O)c1,303.15,0.0115,methyl acetate,COC(C)=O,10.1021/je500519y
47451,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,303.15,0.04084,methyl acetate,COC(C)=O,10.1021/je900401z
47459,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,303.15,0.01586,methyl acetate,COC(C)=O,10.1021/je8007815
47500,O=C1OC(=O)C2C3C=CC(O3)C12,303.15,0.048259,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00569
47509,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,303.15,0.009446,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00863
47518,COC(=O)[C@H](N)c1ccc(O)cc1,303.15,0.0019048,methyl acetate,COC(C)=O,10.1021/acs.jced.6b00415
47527,S=C(Nc1ccccc1)Nc1ccccc1,303.15,0.01345,methyl acetate,COC(C)=O,10.1016/j.jct.2021.106605
47537,O=C(O)COc1ccc(Cl)cc1Cl,303.15,0.1063,methyl acetate,COC(C)=O,10.1016/j.jct.2021.106589
47547,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.01243,methyl acetate,COC(C)=O,10.1016/j.jct.2021.106398
47557,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.02101,methyl acetate,COC(C)=O,10.1016/j.jct.2021.106451
47567,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,303.15,0.003638,methyl acetate,COC(C)=O,10.1016/j.jct.2020.106323
47577,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,303.15,0.008132,methyl acetate,COC(C)=O,10.1016/j.jct.2020.106259
47586,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,303.15,0.01199,methyl acetate,COC(C)=O,10.1016/j.jct.2020.106239
47596,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,303.15,0.026369,methyl acetate,COC(C)=O,10.1016/j.jct.2020.106231
47606,N#Cc1ccc2c(c1)OCO2,303.15,0.2104,methyl acetate,COC(C)=O,10.1016/j.jct.2020.106191
47617,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,303.15,0.0001162,methyl acetate,COC(C)=O,10.1016/j.jct.2016.09.036
47625,Cn1cc([N+](=O)[O-])cn1,303.15,0.029314,methyl acetate,COC(C)=O,10.1016/j.fluid.2018.05.023
47636,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,303.15,0.1861,methyl acetate,COC(C)=O,10.1016/j.fluid.2018.01.015
47643,O=C1NC(=O)C2C3C=CC(C3)C12,303.15,0.025906,methyl acetate,COC(C)=O,10.1016/j.fluid.2019.112301
47661,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,303.15,0.00867,methyl acetate,COC(C)=O,10.1016/j.fluid.2013.09.023
47668,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,303.15,0.0021,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.0c00558
47679,O=C(O)COc1ccc(Cl)cc1,303.15,0.03868,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.1c00153
47688,O=C(O)c1ccc(CO)cc1,303.15,0.00854,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.1c00035
47705,CCOc1ccccc1C(N)=O,303.15,0.008901,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.0c01081
47715,O=C(Nc1ccccc1)c1ccccc1O,303.15,0.0434938,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.0c01078
47724,c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.0008806,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.0c00724
47742,COc1cc2c(cc1OC)C(=O)CC2,303.15,0.05029,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.1c00040
47751,CCCOC(=O)c1ccc(O)cc1,303.15,0.2279,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.0c00584
47760,CN(C)Cc1c[nH]c2ccccc12,303.15,0.001028,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.9b01063
47778,NC(=O)c1ccc(N)cc1,303.15,0.001517,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.8b01144
47787,NC(=O)c1cccnc1,303.15,0.0114065,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.8b00560
47807,O=C(c1ccccc1)C(O)c1ccccc1,303.15,0.01277,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.7b00743
47815,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],303.15,0.080141,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.6b00761
47824,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],303.15,8.96e-05,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.6b00741
47838,Cc1ccc2ccccc2c1,303.15,0.9506,n-butyl acetate,CCCCOC(C)=O,10.1021/je5010627
47854,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,303.15,0.01311,n-butyl acetate,CCCCOC(C)=O,10.1021/je900401z
47870,Nc1cccnc1,303.15,0.591,n-butyl acetate,CCCCOC(C)=O,10.1021/je800945e
47880,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,303.15,0.0064,n-butyl acetate,CCCCOC(C)=O,10.1021/je8007815
47886,Nc1ccccn1,303.15,0.3775,n-butyl acetate,CCCCOC(C)=O,10.1021/je800841v
47901,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],303.15,0.00238,n-butyl acetate,CCCCOC(C)=O,10.1021/je7007236
47960,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,303.15,0.006534,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.8b00863
47969,COC(=O)[C@H](N)c1ccc(O)cc1,303.15,0.0002329,n-butyl acetate,CCCCOC(C)=O,10.1021/acs.jced.6b00415
47979,O=C(O)COc1ccc(Cl)cc1Cl,303.15,0.0832,n-butyl acetate,CCCCOC(C)=O,10.1016/j.jct.2021.106589
47989,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.02005,n-butyl acetate,CCCCOC(C)=O,10.1016/j.jct.2021.106398
47999,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,303.15,0.01373,n-butyl acetate,CCCCOC(C)=O,10.1016/j.jct.2020.106323
48009,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,303.15,0.00707,n-butyl acetate,CCCCOC(C)=O,10.1016/j.jct.2020.106239
48015,COc1cc(CO)ccc1O,303.15,0.0177,n-butyl acetate,CCCCOC(C)=O,10.1016/j.jct.2016.11.030
48025,O=C1NC(=O)C2C3C=CC(C3)C12,303.15,0.01027,n-butyl acetate,CCCCOC(C)=O,10.1016/j.fluid.2019.112301
48035,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,303.15,0.005525,benzylalcohol,OCc1ccccc1,10.1021/acs.jced.0c00616
48045,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,303.15,0.004471,tert-butanol,CC(C)(C)O,10.1021/acs.jced.1c00092
48090,COC(=O)/C=C/c1ccc(O)cc1,303.15,0.0977,tert-butanol,CC(C)(C)O,10.1021/je9004382
48095,COC(=O)/C=C/c1ccc(O)c(OC)c1,303.15,0.1821,tert-butanol,CC(C)(C)O,10.1021/je9004382
48100,COC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,303.15,0.0184,tert-butanol,CC(C)(C)O,10.1021/je9004382
48112,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,303.15,0.007618,tert-butanol,CC(C)(C)O,10.1016/j.fluid.2015.10.024
48120,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,303.15,0.003309,n-heptane,CCCCCCC,10.1021/acs.jced.1c00092
48129,NC(=O)[C@@H]1CCCN1,303.15,0.00131,n-heptane,CCCCCCC,10.1021/acs.jced.0c00961
48149,O=Cc1ccc2ccccc2c1,303.15,0.0255,n-heptane,CCCCCCC,10.1021/acs.jced.5b00377
48157,Cc1ccc2ccccc2c1,303.15,0.9065,n-heptane,CCCCCCC,10.1021/je5010627
48169,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,303.15,0.1318,n-heptane,CCCCCCC,10.1021/je401044h
48180,O=[N+]([O-])c1cccc(Cl)c1Cl,303.15,0.03797,n-heptane,CCCCCCC,10.1021/je401044h
48196,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,303.15,0.000488,n-heptane,CCCCCCC,10.1021/je200151j
48253,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,303.15,0.004835,n-heptane,CCCCCCC,10.1021/je901024t
48324,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],303.15,0.007522,n-heptane,CCCCCCC,10.1016/j.jct.2019.03.029
48340,Clc1ncnc2[nH]ccc12,303.15,0.00187,n-heptane,CCCCCCC,10.1016/j.jct.2021.106493
48350,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,303.15,0.00281,n-hexane,CCCCCC,10.1021/acs.jced.1c00092
48359,Cc1cc(Cl)cc(C(=O)O)c1N,303.15,0.000558,n-hexane,CCCCCC,10.1021/acs.jced.1c00047
48366,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,303.15,0.00013,n-hexane,CCCCCC,10.1021/acs.jced.0c01074
48371,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,303.15,9.5e-06,n-hexane,CCCCCC,10.1021/acs.jced.1c00163
48379,NC(=O)[C@@H]1CCCN1,303.15,0.00051,n-hexane,CCCCCC,10.1021/acs.jced.0c00961
48389,c1cnc2[nH]ccc2c1,303.15,0.0279,n-hexane,CCCCCC,10.1021/acs.jced.0c00128
48398,Oc1ccc(OCc2ccccc2)cc1,303.15,0.001606,n-hexane,CCCCCC,10.1021/acs.jced.9b00817
48403,O=C[C@H](O)[C@H](O)[C@H](O)CO,303.15,0.0001007,n-hexane,CCCCCC,10.1021/acs.jced.0c00009
48422,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,303.15,6.345e-05,n-hexane,CCCCCC,10.1021/acs.jced.9b00693
48431,O=[N+]([O-])c1ncccc1O,303.15,0.00266,n-hexane,CCCCCC,10.1021/acs.jced.9b00564
48446,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,303.15,2e-05,n-hexane,CCCCCC,10.1021/acs.jced.7b00695
48453,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,303.15,0.000342,n-hexane,CCCCCC,10.1021/acs.jced.9b00432
48461,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,303.15,0.006463,n-hexane,CCCCCC,10.1021/acs.jced.8b01181
48475,CC(C)(C)c1ccc(C(=O)O)cc1,303.15,0.0345,n-hexane,CCCCCC,10.1021/acs.jced.6b00965
48496,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],303.15,4.72e-06,n-hexane,CCCCCC,10.1021/acs.jced.7b00846
48503,Cc1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.00654,n-hexane,CCCCCC,10.1021/acs.jced.7b00641
48508,CCc1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.000382,n-hexane,CCCCCC,10.1021/acs.jced.7b00641
48513,CC(C)c1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.00195,n-hexane,CCCCCC,10.1021/acs.jced.7b00641
48518,Fc1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.00224,n-hexane,CCCCCC,10.1021/acs.jced.7b00641
48523,FC(F)(F)c1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.000339,n-hexane,CCCCCC,10.1021/acs.jced.7b00641
48528,N#Cc1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.000337,n-hexane,CCCCCC,10.1021/acs.jced.7b00641
48533,CC(=O)c1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.000215,n-hexane,CCCCCC,10.1021/acs.jced.7b00641
48538,Cc1ccc(N=C2SCC3CCCN2C3)cc1Cl,303.15,0.0001058,n-hexane,CCCCCC,10.1021/acs.jced.7b00641
48546,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],303.15,4.1e-06,n-hexane,CCCCCC,10.1021/acs.jced.6b00741
48554,CC(=O)c1ccc(S(C)(=O)=O)cc1,303.15,0.0099,n-hexane,CCCCCC,10.1021/acs.jced.6b00617
48576,O=Cc1ccc2ccccc2c1,303.15,0.01888,n-hexane,CCCCCC,10.1021/acs.jced.5b00377
48589,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,303.15,2.2104e-07,n-hexane,CCCCCC,10.1021/je501004g
48598,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,303.15,5.4191e-06,n-hexane,CCCCCC,10.1021/je501004g
48629,Br.c1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,303.15,7.1e-06,n-hexane,CCCCCC,10.1021/je500363r
48634,Br.CC(C)c1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,303.15,7.39e-06,n-hexane,CCCCCC,10.1021/je500363r
48639,Br.Fc1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,303.15,1.9e-06,n-hexane,CCCCCC,10.1021/je500363r
48652,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,303.15,0.1727,n-hexane,CCCCCC,10.1021/je401044h
48663,O=[N+]([O-])c1cccc(Cl)c1Cl,303.15,0.03097,n-hexane,CCCCCC,10.1021/je401044h
48709,c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,303.15,0.00148,n-hexane,CCCCCC,10.1021/je300143a
48714,Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,303.15,0.000379,n-hexane,CCCCCC,10.1021/je300143a
48719,CCc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,303.15,0.000508,n-hexane,CCCCCC,10.1021/je300143a
48724,CC(C)c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,303.15,0.000742,n-hexane,CCCCCC,10.1021/je300143a
48729,CC(=O)c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,303.15,2.42e-05,n-hexane,CCCCCC,10.1021/je300143a
48734,O=C(NC1=NCCC2(CCCCC2)S1)c1ccccc1,303.15,0.000189,n-hexane,CCCCCC,10.1021/je300143a
48739,COc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,303.15,0.0002206,n-hexane,CCCCCC,10.1021/je300143a
48744,Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1Cl,303.15,1.48e-05,n-hexane,CCCCCC,10.1021/je300143a
48749,Brc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,303.15,4.34e-05,n-hexane,CCCCCC,10.1021/je300143a
48754,Clc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,303.15,0.000101,n-hexane,CCCCCC,10.1021/je300143a
48759,FC(F)(F)c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,303.15,0.000345,n-hexane,CCCCCC,10.1021/je300143a
48765,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,303.15,0.000492,n-hexane,CCCCCC,10.1021/je200151j
48775,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,303.15,0.001129,n-hexane,CCCCCC,10.1021/je200151j
48811,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,303.15,0.001971,n-hexane,CCCCCC,10.1021/je901024t
48823,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,303.15,0.002046,n-hexane,CCCCCC,10.1021/je9009909
48830,COC(=O)/C=C/c1ccc(O)cc1,303.15,2.81e-05,n-hexane,CCCCCC,10.1021/je9004382
48835,COC(=O)/C=C/c1ccc(O)c(OC)c1,303.15,0.00112,n-hexane,CCCCCC,10.1021/je9004382
