,smiles,solvent,logsol,ET(30) (kcal mol-1),ETN
47365,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,COC(C)=O,-2.9326260276330456,38.9,0.253
53896,O=C(O)c1cccc(C(=O)O)c1,CC(=O)c1ccccc1,-7.229476843657442,40.6,0.306
19571,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,CC(C)=O,-5.579884837999964,42.2,0.355
25567,O=C(O)Cc1ccccc1Cl,CC#N,-1.612944051763388,45.6,0.46
32238,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,Cc1ccccc1,-9.67619263009944,33.9,0.099
34703,N=C(Nc1ccccc1)Nc1ccccc1,CC(C)CO,-3.4012973866624887,48.6,0.552
43286,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(Br)cc1,CN(C)C=O,-4.947660494934867,43.2,0.386
41718,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,O,-7.086403590409796,63.1,1.0
16025,Nc1cc(Cl)ccc1C(=O)O,CCCCO,-3.995948240365908,49.7,0.586
10125,CSCCC(NC(C)=O)C(=O)O,CCCO,-2.563690150595374,50.7,0.617
35795,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,C1CCOC1,-1.8734034582685648,37.4,0.207
6685,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,CCO,-7.367570981840383,51.9,0.654
20366,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,CCOC(C)=O,-9.672375831572742,38.1,0.228
39218,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,O,-6.502957059861677,63.1,1.0
503,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CO,-4.118432357751191,55.4,0.762
3481,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CO,-3.5442597645039933,55.4,0.762
29402,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,CC(C)O,-5.077416327786607,48.4,0.546
23118,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,CCOC(C)=O,-4.451591098059791,38.1,0.228
48739,COc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-8.419159451144871,31.0,0.009
33489,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,Cc1ccccc1,-2.931631348147467,33.9,0.099
37927,Nc1cccc(C(=O)O)c1,C1COCCO1,-3.1710384954540407,36.0,0.164
17479,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CC(C)=O,-6.822725029797562,42.2,0.355
2168,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CO,-6.953799217483544,55.4,0.762
4359,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CO,-5.324661341887639,55.4,0.762
20949,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCOC(C)=O,-3.3267394707441458,38.1,0.228
45135,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,OCCO,-4.757156542985973,56.3,0.79
18230,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,CC(C)=O,-4.687172312068682,42.2,0.355
38008,O=C(O)Cc1ccccc1[N+](=O)[O-],C1COCCO1,-2.6141501059091587,36.0,0.164
41803,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,O,-6.651563873621727,63.1,1.0
24568,CCOC(=O)[C@@H]1CSCN1.Cl,CC#N,-5.984687562828958,45.6,0.46
45453,N#CCc1ccc([N+](=O)[O-])cc1,C1CCCCC1,-8.475092015397601,30.9,0.006
35371,COc1cc(CO)ccc1O,CCCCCO,-3.387294476493164,49.1,0.586
13984,O=C(O)Cc1ccc([N+](=O)[O-])cc1,CCCCO,-2.4336053554324497,49.7,0.586
13102,Cc1ccc(C(C)C)c(O)c1,CCCO,-0.4220519117125634,50.7,0.617
13414,COC(=O)[C@@H](N)CS.Cl,CCCCO,-4.548789852551984,49.7,0.586
36435,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CCC(C)=O,-5.6937331388032,41.3,0.327
28682,Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,CC(C)O,-8.095198781356862,48.4,0.546
49935,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ClC(Cl)Cl,-4.133293312360675,39.1,0.259
4566,Cc1cc(Cl)cc(C(=O)O)c1N,CCO,-4.673449026741386,51.9,0.654
41551,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,O,-11.535171073917548,63.1,1.0
27823,N[C@H](Cc1c[nH]cn1)C(=O)O,CC(C)O,-7.421919804013642,48.4,0.546
2722,O=C(Oc1ccccc1)c1ccccc1O,CO,-1.2946271725940668,55.4,0.762
8739,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CCO,-7.0683936249449495,51.9,0.654
38355,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,C1COCCO1,-4.579502439239514,36.0,0.164
52451,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CCCCCCO,-6.762789508731951,48.8,0.559
37057,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,CCC(C)=O,-8.781809990937022,41.3,0.327
2461,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,CO,-7.002835485232407,55.4,0.762
16795,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC(C)=O,-6.946496107298568,42.2,0.355
4602,CSCCC(NC(C)=O)C(=O)O,CCO,-2.349676700527896,51.9,0.654
32446,O=C(c1ccccc1)C(O)c1ccccc1,Cc1ccccc1,-5.059773018657804,33.9,0.099
22504,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCOC(C)=O,-4.58047757339772,38.1,0.228
30043,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CC(C)O,-4.406319327242926,48.4,0.546
23018,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CCOC(C)=O,-5.997482619433545,38.1,0.228
1554,O=C(c1ccccc1)C(O)c1ccccc1,CO,-5.833435682883072,55.4,0.762
19405,Nc1cc(Cl)ccc1C(=O)O,CC(C)=O,-3.348415196223186,42.2,0.355
31905,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,Cc1ccccc1,-8.399410155759854,33.9,0.099
4793,O=C(O)c1cccc([N+](=O)[O-])c1O,CCO,-2.493866671159512,51.9,0.654
25517,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CC#N,-10.872651774017353,45.6,0.46
45087,CCCc1cc(=O)[nH]c(=S)[nH]1,OCCO,-4.60917820738563,56.3,0.79
10179,OCC(O)COc1ccc(Cl)cc1,CCCO,-2.316785442395187,50.7,0.617
19911,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,CC(C)=O,-8.539489926414848,42.2,0.355
43614,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,CN(C)C=O,-2.006934850893088,43.2,0.386
43472,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,CN(C)C=O,-6.862781913339406,43.2,0.386
28513,CC(C)(C)c1ccc(C(=O)O)cc1,CC(C)O,-2.011409131288009,48.4,0.546
48749,Brc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-10.045051116857914,31.0,0.009
33706,CC(=O)Nc1ccccc1[N+](=O)[O-],CC(C)CO,-3.901083065389812,48.6,0.552
14523,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CCCCO,-8.166536319803068,49.7,0.586
13738,CC1=NN(c2ccccc2)C(=O)C1,CCCCO,-3.291043373170264,49.7,0.586
7823,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,CCO,-11.183621717827627,51.9,0.654
9778,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CCO,-6.146482269374591,51.9,0.654
27441,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC(C)O,-6.508979159024769,48.4,0.546
32045,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,Cc1ccccc1,-9.19348325490976,33.9,0.099
45654,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,C1CCCCC1,-7.824046010856292,30.9,0.006
38602,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(Cl)cc1,C1COCCO1,-5.906755819181027,36.0,0.164
24388,CSCCC(NC(C)=O)C(=O)O,CC#N,-4.736418472598046,45.6,0.46
22491,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CCOC(C)=O,-6.980325971816972,38.1,0.228
39490,O=C1C=CC(=O)N1c1ccccc1Br,O,-7.517848904406796,63.1,1.0
23613,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,CCOC(C)=O,-5.5722280349159,38.1,0.228
48422,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCCCC,-9.665258363803876,31.0,0.009
34403,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)CO,-7.242668731139356,48.6,0.552
7032,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CCO,-4.993778177029833,51.9,0.654
29079,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,CC(C)O,-7.219593441311678,48.4,0.546
43497,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,CN(C)C=O,-6.435254769537814,43.2,0.386
14945,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCCCO,-4.135166556742356,49.7,0.586
18527,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CC(C)=O,-4.58047757339772,42.2,0.355
2511,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CO,-7.93721470896193,55.4,0.762
24599,Nc1cccc(C(=O)O)c1,CC#N,-5.633510421670869,45.6,0.46
4261,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CO,-5.482240204708965,55.4,0.762
1945,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CO,-6.101234771254508,55.4,0.762
1558,O=C(O)c1ccccc1O,CO,-1.986461346910961,55.4,0.762
42225,OCC(O)COc1ccc(Cl)cc1,CCCOC(C)=O,-2.633174666457103,37.5,0.21
30305,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)O,-5.999093574272473,48.4,0.546
49291,S=C(Nc1ccccc1)Nc1ccccc1,CCOC=O,-4.63356966050979,40.9,0.315
38286,Cc1cccc(C(=O)O)c1N,C1COCCO1,-1.9885045466877336,36.0,0.164
11229,CC[C@@H](C(N)=O)N1CCCC1=O,CCCO,-3.3173158976814534,50.7,0.617
43271,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1cccc([N+](=O)[O-])c1,CN(C)C=O,-5.099466507802871,43.2,0.386
3424,c1ccc2[nH]c(-c3cscn3)nc2c1,CO,-6.212111218223605,55.4,0.762
30281,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,CC(C)O,-9.98339693576443,48.4,0.546
28253,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CC(C)O,-11.216531451916426,48.4,0.546
34100,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CC(C)CO,-8.497390564120058,48.6,0.552
624,CN(C)Cc1c[nH]c2ccccc12,CO,-5.172936600216892,55.4,0.762
53662,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCCCC,-8.224523577453418,31.1,0.012
34782,COC(=O)[C@@H](N)CS.Cl,CCCCCO,-4.798754935060757,49.1,0.586
25281,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CC#N,-9.75145339668063,45.6,0.46
33786,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(C)CO,-3.7849499228646697,48.6,0.552
15111,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCCCO,-9.161550207806751,49.7,0.586
42541,CCOc1ccccc1C(N)=O,CN(C)C=O,-2.5856113539096324,43.2,0.386
20547,O=C([O-])/C=C/C(=O)O.[Na+],CCOC(C)=O,-8.699914828231531,38.1,0.228
11510,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CCCO,-6.424712036228598,50.7,0.617
27978,Cc1cnc(C(=O)O)cn1,CC(C)O,-10.936312100666235,48.4,0.546
3799,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CO,-3.0009458406068785,55.4,0.762
19455,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC(C)=O,-4.548789852551984,42.2,0.355
9308,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-4.350527967614511,51.9,0.654
26682,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CC#N,-6.353295618196085,45.6,0.46
29986,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,CC(C)O,-5.195580289096925,48.4,0.546
19728,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CC(C)=O,-3.615628992374344,42.2,0.355
5712,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CCO,-7.983628080680758,51.9,0.654
9018,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CCO,-4.181865159751596,51.9,0.654
10208,O=C(O)c1cccc(O)c1O,CCCO,-2.47658140104201,50.7,0.617
2665,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,CO,-8.164777304397889,55.4,0.762
45079,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,OCCO,-7.825046511189876,56.3,0.79
5829,NNC(=O)c1ccncc1,CCO,-5.204098691309055,51.9,0.654
40898,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O,-10.580367760632202,63.1,1.0
2148,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],CO,-4.068548168778103,55.4,0.762
29137,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O,CC(C)O,-3.139602643973693,48.4,0.546
7698,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-6.0316242609844855,51.9,0.654
13848,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCCCO,-3.5019020857837875,49.7,0.586
10730,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCO,-8.899918812554912,50.7,0.617
37354,CC(=O)NCC(=O)O,CCC(C)O,-5.603213419734505,47.1,0.506
36548,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CCC(C)=O,-8.108068122476586,41.3,0.327
16430,CCn1c2ccccc2c2ccccc21,CCCCO,-3.4545981583892704,49.7,0.586
38336,N#CCc1ccc([N+](=O)[O-])cc1,C1COCCO1,-2.4213686289840126,36.0,0.164
47216,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,COC(C)=O,-5.663600685023369,38.9,0.253
6736,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CCO,-4.219907785197447,51.9,0.654
13838,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CCCCO,-4.812440388146011,49.7,0.586
4145,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,CO,-8.086060336559495,55.4,0.762
21128,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CCOC(C)=O,-13.818214209538588,38.1,0.228
34914,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CCCCCO,-3.525740716736756,49.1,0.586
42077,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,O,-8.928173480212513,63.1,1.0
38789,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,C1COCCO1,-7.637773934317987,36.0,0.164
47567,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,COC(C)=O,-5.616321198886206,38.9,0.253
36231,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,C1CCOC1,-4.272275770714763,37.4,0.207
43080,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CN(C)C=O,-3.0497661620464767,43.2,0.386
51311,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,ClCCCl,-2.36233509739982,41.3,0.327
24368,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,CC#N,-10.92513880006811,45.6,0.46
26220,c1ccc2[nH]c(-c3cscn3)nc2c1,CC#N,-8.453279865672584,45.6,0.46
48765,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCC,-7.617031841471966,31.0,0.009
40466,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,O,-3.425592538496877,63.1,1.0
43631,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,CN(C)C=O,-8.17289451854556,43.2,0.386
20195,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],CCOC(C)=O,-5.965407012788693,38.1,0.228
37670,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CCC(C)O,-4.094144582219434,47.1,0.506
8359,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CCO,-6.089739116376323,51.9,0.654
7885,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CCO,-7.411936360029459,51.9,0.654
35527,OCC(O)COc1ccc(Cl)cc1,C1CCOC1,-1.316022308134559,37.4,0.207
35831,O=C1OC[C@H]2[C@@H]1N(Cc1ccccc1)C(=O)N2Cc1ccccc1,C1CCOC1,-2.332013903684858,37.4,0.207
15823,CC(=O)Nc1ccc(C(=O)O)cc1,CCCCO,-4.813425124808551,49.7,0.586
24194,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,ClCCl,-2.2297157447611737,40.7,0.309
20451,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CCOC(C)=O,-10.004856046924417,38.1,0.228
33502,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,Cc1ccccc1,-6.37067728407208,33.9,0.099
34582,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CC(C)CO,-4.705985491226907,48.6,0.552
15785,COC(=O)[C@H](N)c1ccc(O)cc1,CCCCO,-6.099450729034743,49.7,0.586
5205,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCO,-5.64597593756018,51.9,0.654
22831,CC1=NN(c2ccccc2)C(=O)C1,CCOC(C)=O,-3.4339272062850745,38.1,0.228
3232,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CO,-4.554477071672573,55.4,0.762
20246,NC(=O)[C@@H]1CCCN1,CCOC(C)=O,-2.901877698082367,38.1,0.228
14269,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,CCCCO,-8.435613204423815,49.7,0.586
36415,COc1cc2c(cc1OC)C(=O)CC2,CCC(C)=O,-2.2514738151705047,41.3,0.327
32411,COc1ccc(C(=O)N2CCCC2=O)cc1,Cc1ccccc1,-3.6145143721586295,33.9,0.099
37801,CC(=O)Nc1ccccc1[N+](=O)[O-],C1COCCO1,-1.6841614586300369,36.0,0.164
12424,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CCCO,-5.92081970753865,50.7,0.617
23094,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,CCOC(C)=O,-7.417082026624392,38.1,0.228
36962,CC(C)c1ncc[nH]1,CCC(C)=O,-1.7333018996564864,41.3,0.327
47617,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,COC(C)=O,-9.060197713546463,38.9,0.253
33860,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC(C)CO,-6.190403409725374,48.6,0.552
45867,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,-7.516561311108331,30.9,0.006
14744,O=C(O)c1c(O)cccc1O,CCCCO,-1.3480356490028005,49.7,0.586
38195,Cc1cnc(C(=O)O)cn1,C1COCCO1,-10.46841743529532,36.0,0.164
28958,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,CC(C)O,-2.334467993861773,48.4,0.546
39089,O=C(O)c1ccc(CO)cc1,O,-7.539431137453981,63.1,1.0
23719,CCOc1ccccc1C(N)=O,CCOC(C)=O,-4.785493740119373,38.1,0.228
27685,CN(C)Cc1c[nH]c2ccccc12,CC(C)O,-3.491669284826231,48.4,0.546
1661,CC(=O)c1ccc(S(C)(=O)=O)cc1,CO,-3.571985702642437,55.4,0.762
3509,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CO,-5.025241446485618,55.4,0.762
4887,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CCO,-1.401611065231784,51.9,0.654
28980,COc1ccc(C(=O)O)c(OC)c1,CC(C)O,-4.219907785197447,48.4,0.546
9891,CCn1c2ccccc2c2ccccc21,CCO,-4.006333684899388,51.9,0.654
18106,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CC(C)=O,-2.691635659834116,42.2,0.355
21164,O=C(O)Cc1c[nH]c2ccccc12,CCOC(C)=O,-9.991008150065625,38.1,0.228
33430,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],Cc1ccccc1,-3.71810231279084,33.9,0.099
39352,O=C([O-])/C=C/C(=O)O.[Na+],O,-4.476856130025491,63.1,1.0
22138,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],CCOC(C)=O,-2.432727947489745,38.1,0.228
19679,C/C=C/C=C/C(=O)O,CC(C)=O,-2.4405835911513365,42.2,0.355
13768,O=C(O)CNCc1ccccc1,CCCCO,-8.247166054203177,49.7,0.586
26162,CC1=NN(c2ccccc2)C(=O)C1,CC#N,-3.8267631614773214,45.6,0.46
4051,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,CO,-8.281330867694253,55.4,0.762
41832,COc1cccc(C=O)c1O,O,-7.148553765535068,63.1,1.0
7621,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CCO,-12.09274396022317,51.9,0.654
